Judul Artikel,Link,Waktu_Scraping,Berita_Hoax
PMII Desak TV yang Tampilkan Ganjar di Siaran Azan Diberi Sanksi,/read/b1oC81EG-pmii-desak-tv-yang-tampilkan-ganjar-di-siaran-azan-diberi-sanksi,2023-10-11,False
"Ganjar Muncul di Video Azan Magrib, Warganet: Gini Amat Pencitraan",/play/NxGC5ZLq-ganjar-muncul-di-video-azan-magrib-warganet-gini-amat-pencitraan,2023-10-11,False
Sandiaga Uno: PPP Istiqamah Bersama PDIP Usung Ganjar,/play/kBVC2J89-sandiaga-uno-ppp-istiqamah-bersama-pdip-usung-ganjar,2023-10-11,False
FISIP UI Atur Ulang Jadwal Ganjar untuk Kuliah Kebangsaan,/play/K5nC4zr8-fisip-ui-atur-ulang-jadwal-ganjar-untuk-kuliah-kebangsaan,2023-10-11,False
"Mahfud Akui Bertemu Ganjar, Tapi Bantah Ditawari Cawapres",/read/KXyC9eZ2-mahfud-akui-bertemu-ganjar-tapi-bantah-ditawari-cawapres,2023-10-11,False
"Golkar Siapkan Ridwan Kamil untuk Pilgub, Bukan Pilpres",/read/N0BCrRqm-golkar-siapkan-ridwan-kamil-untuk-pilgub-bukan-pilpres,2023-10-11,False
Ganjar Pranowo Unggah Foto Ngopi Bareng Mahfud MD,/play/Ky6CBXrQ-ganjar-pranowo-unggah-foto-ngopi-bareng-mahfud-md,2023-10-11,False
KPK Diyakini Tak Berani Panggil Ganjar Pranowo,/read/bzGCgZxZ-kpk-diyakini-tak-berani-panggil-ganjar-pranowo,2023-10-11,False
PPP Tutup Pikiran Bikin Poros Baru,/read/b2lCrDQa-ppp-tutup-pikiran-bikin-poros-baru,2023-10-11,False
KPU Serahkan Polemik Ganjar di Siaran Azan Magrib ke KPI,/read/NLMCOQGv-kpu-serahkan-polemik-ganjar-di-siaran-azan-magrib-ke-kpi,2023-10-11,False
Ganjar Pranowo Batal Menghadiri Kuliah Kebangsaan,/play/b7WCRPLw-ganjar-pranowo-batal-menghadiri-kuliah-kebangsaan,2023-10-11,False
PPP Kerahkan Basis Nahdliyin untuk Dukung Ganjar di Pilpres 2024,/play/b2lCrDna-ppp-kerahkan-basis-nahdliyin-untuk-dukung-ganjar-di-pilpres-2024,2023-10-11,False
"Ganjar Tampil di Azan TV, Kampanye Terselubung?",/play/kBVC2J3B-ganjar-tampil-di-azan-tv-kampanye-terselubung,2023-10-11,False
"Ganjar Tampil di Azan TV, PDIP: Pak Ganjar Sosok Religius",/play/NA0CXmdv-ganjar-tampil-di-azan-tv-pdip-pak-ganjar-sosok-religius,2023-10-11,False
Ridwan Kamil Dampingi Ganjar Pranowo?,/play/NP6CZGJe-ridwan-kamil-dampingi-ganjar-pranowo,2023-10-11,False
PDIP Respons Ganjar Tampil di Azan Magrib TV Swasta,/read/b7WCRP2d-pdip-respons-ganjar-tampil-di-azan-magrib-tv-swasta,2023-10-11,False
Bawaslu Kaji Kemunculan Ganjar Pranowo saat Azan TV Swasta,/read/KvJCB7jR-bawaslu-kaji-kemunculan-ganjar-pranowo-saat-azan-tv-swasta,2023-10-11,False
PDIP dan Demokrat Segera Bertemu,/read/bw6CYqwo-pdip-dan-demokrat-segera-bertemu,2023-10-11,False
Ridwan Kamil Masuk Bursa Bacawapres Ganjar,/play/N0BCrRMa-ridwan-kamil-masuk-bursa-bacawapres-ganjar,2023-10-11,False
Pengusaha di Semarang Dukung Ganjar Pranowo di Pilpres 2024,/play/ba4C0dlz-pengusaha-di-semarang-dukung-ganjar-pranowo-di-pilpres-2024,2023-10-11,False
"Sinyal Ridwan Kamil Dampingi Ganjar, Politikus PDIP: Tunggu Diskusi Megawati dengan Ketum Partai",/read/bmRCmRQO-sinyal-ridwan-kamil-dampingi-ganjar-politikus-pdip-tunggu-diskusi-megawati-dengan-ketum-partai,2023-10-11,False
PDIP: Bakal Cawapres Ganjar Masih Dinamis,/play/bmRCmR2O-pdip-bakal-cawapres-ganjar-masih-dinamis,2023-10-11,False
Oknum Polisi Bakar Baliho Bacapres Ganjar Pranowo,/play/NnjC7GL2-oknum-polisi-bakar-baliho-bacapres-ganjar-pranowo,2023-10-11,False
"Pamitan Usai Purnatugas, Ganjar Apresiasi Kinerja Jajaran Forkopimda",/play/K5nC4z1j-pamitan-usai-purnatugas-ganjar-apresiasi-kinerja-jajaran-forkopimda,2023-10-11,False
Momen Ganjar Pranowo Menangis saat Pamitan dengan Warga Jateng,/play/N4EC26x6-momen-ganjar-pranowo-menangis-saat-pamitan-dengan-warga-jateng,2023-10-11,False
Ganjar Pranowo Pamit ke Warga Jawa Tengah,/play/b2lCrDox-ganjar-pranowo-pamit-ke-warga-jawa-tengah,2023-10-11,False
PDIP: Tim Pemenangan Ganjar Dibentuk untuk Persiapan Pemilu 2024,/play/Ky6CBXlY-pdip-tim-pemenangan-ganjar-dibentuk-untuk-persiapan-pemilu-2024,2023-10-11,False
Festival Musik Meriahkan Pesta Rakyat Ganjar Pranowo di Bekasi,/play/b2lCrDdx-festival-musik-meriahkan-pesta-rakyat-ganjar-pranowo-di-bekasi,2023-10-11,False
Ketum Kadin jadi Ketua Pemenangan Ganjar di Pilpres 2024,/play/bVDCO9vj-ketum-kadin-jadi-ketua-pemenangan-ganjar-di-pilpres-2024,2023-10-11,False
Ratusan Sopir Truk Datangi Ganjar untuk Ucapkan Terima Kasih,/play/KZmCv9qX-ratusan-sopir-truk-datangi-ganjar-untuk-ucapkan-terima-kasih,2023-10-11,False
PDIP Buka Peluang Bahas Pertemuan SBY dan Megawati,/read/bD2CZ2AM-pdip-buka-peluang-bahas-pertemuan-sby-dan-megawati,2023-10-11,False
"Arsjad Rasyid Ketua Tim Pemenangan Ganjar, Andika Perkasa Jadi Wakil",/read/NxGC5ZvA-arsjad-rasyid-ketua-tim-pemenangan-ganjar-andika-perkasa-jadi-wakil,2023-10-11,False
Ganjar Pranowo Mulai Berkemas Jelang Masa Jabatannya Berakhir,/play/kqYCEDOw-ganjar-pranowo-mulai-berkemas-jelang-masa-jabatannya-berakhir,2023-10-11,False
Pemimpin Parpol Pendukung Ganjar Berkumpul di DPP PDIP,/play/bw6CYqP2-pemimpin-parpol-pendukung-ganjar-berkumpul-di-dpp-pdip,2023-10-11,False
Alam Ganjar & Raffi Ahmad Fun Match Mobile Legend,/play/KdZCVYlJ-alam-ganjar-raffi-ahmad-fun-match-mobile-legend,2023-10-11,False
Parpol Pendukung Ganjar Berkumpul Siang Ini,/read/NLMCOQAP-parpol-pendukung-ganjar-berkumpul-siang-ini,2023-10-11,False
Ganjar Pranowo Satu Panggung Bareng Pemain Srimulat,/play/kewClev9-ganjar-pranowo-satu-panggung-bareng-pemain-srimulat,2023-10-11,False
Ganjar Ucapkan Selamat untuk Anies dan Cak Imin,/play/bJECn80V-ganjar-ucapkan-selamat-untuk-anies-dan-cak-imin,2023-10-11,False
Polri Pastikan Nana Sudjana Telah Pensiun,/read/bJECn8dV-polri-pastikan-nana-sudjana-telah-pensiun,2023-10-11,False
"Daerah Rawan Bencana, Bupati Klaten Kukuhkan 6.000 Relawan",/read/N9nC6poQ-daerah-rawan-bencana-bupati-klaten-kukuhkan-6-000-relawan,2023-10-11,False
Ganjar Sibuk Ngobrol saat Jokowi Bicara soal Polusi Udara,/play/b7WCReLQ-ganjar-sibuk-ngobrol-saat-jokowi-bicara-soal-polusi-udara,2023-10-11,False
Ganjar Tekankan Netralitas ASN di Pemilu 2024,/play/KdZCV5zo-ganjar-tekankan-netralitas-asn-di-pemilu-2024,2023-10-11,False
Sinergi Banteng Muda Indonesia & Sahabat Ganjar,/play/NG9C5VMV-sinergi-banteng-muda-indonesia-sahabat-ganjar,2023-10-11,False
Surya Paloh-Puan Dinilai Bakal Bicarakan Peluang Menjodokan Ganjar-Anies,/read/kqYCErXX-surya-paloh-puan-dinilai-bakal-bicarakan-peluang-menjodokan-ganjar-anies,2023-10-11,False
PDIP Disebut Ingin Menarik Partai dari Koalisi Perubahan,/read/NrWCZ2e9-pdip-disebut-ingin-menarik-partai-dari-koalisi-perubahan,2023-10-11,False
Ini Alasan Sandiaga Optimistis Bakal Dampingi Ganjar,/read/NA0CXPdR-ini-alasan-sandiaga-optimistis-bakal-dampingi-ganjar,2023-10-11,False
Presiden Jokowi Puji Ganjar soal Program SMKN Jawa Tengah Gratis,/play/kBVC25Px-presiden-jokowi-puji-ganjar-soal-program-smkn-jawa-tengah-gratis,2023-10-11,False
Presiden Jokowi Segera Tunjuk Pj Gubernur Pengganti Ganjar,/play/NleC0ZYD-presiden-jokowi-segera-tunjuk-pj-gubernur-pengganti-ganjar,2023-10-11,False
PDIP Atur Waktu Pertemuan Puan dan Surya Paloh,/read/KRXCaAva-pdip-atur-waktu-pertemuan-puan-dan-surya-paloh,2023-10-11,False
Ratusan Alat Peraga Kampanye di Malang Ditertibkan,/read/kM6C0Mjn-ratusan-alat-peraga-kampanye-di-malang-ditertibkan,2023-10-11,False
Gibran Minta Pencerahan ke Bawaslu soal Tempel Stiker Ganjar,/read/NA0CXP85-gibran-minta-pencerahan-ke-bawaslu-soal-tempel-stiker-ganjar,2023-10-11,False
Ibu Dipaksa Anaknya Napi di Lapas Banceuy Kirim Brownis Berisi Sabu,/read/NOlCYB7R-ibu-dipaksa-anaknya-napi-di-lapas-banceuy-kirim-brownis-berisi-sabu,2023-10-11,False
Sandiaga Pasrah Jika Tak Dipilih Jadi Cawapres,/read/NA0CXPv5-sandiaga-pasrah-jika-tak-dipilih-jadi-cawapres,2023-10-11,False
Musim Kemarau di Jateng Diprediksi hingga Akhir Tahun,/read/bD2CZvlY-musim-kemarau-di-jateng-diprediksi-hingga-akhir-tahun,2023-10-11,False
Bawaslu Usut Dugaan Pelanggaran Kader PDIP,/read/bzGCgQ5W-bawaslu-usut-dugaan-pelanggaran-kader-pdip,2023-10-11,False
Jokowi Sebut Capres-Cawapres 2024 Belum Jelas,/read/NxGC5enX-jokowi-sebut-capres-cawapres-2024-belum-jelas,2023-10-11,False
Ganjar Pranowo Dengarkan Aspirasi Seniman Jalanan di Jakarta,/play/bzGCgQDW-ganjar-pranowo-dengarkan-aspirasi-seniman-jalanan-di-jakarta,2023-10-11,False
Ganjar Dukung MK Perbolehkan Kampanye di Kampus,/play/NA0CXPBr-ganjar-dukung-mk-perbolehkan-kampanye-di-kampus,2023-10-11,False
"Tempel Stiker Ganjar di Rumah Warga, Gibran Tak Gentar Disanksi",/read/b2lCr2p1-tempel-stiker-ganjar-di-rumah-warga-gibran-tak-gentar-disanksi,2023-10-11,False
Partai Hanura Resmi Usung Ganjar Pranowo di Pilpres 2024,/play/K5nC437Z-partai-hanura-resmi-usung-ganjar-pranowo-di-pilpres-2024,2023-10-11,False
Hanura Bakal Resmikan Deklarasi Dukungan ke Ganjar,/read/Ky6CB3Bm-hanura-bakal-resmikan-deklarasi-dukungan-ke-ganjar,2023-10-11,False
Sandiaga Uno Tegaskan PPP Konsisten Dukung Ganjar,/play/kewCloBw-sandiaga-uno-tegaskan-ppp-konsisten-dukung-ganjar,2023-10-11,False
Sandiaga Tekankan PPP Masih Setia dengan PDIP,/read/NleC0ZOm-sandiaga-tekankan-ppp-masih-setia-dengan-pdip,2023-10-11,False
PPP Kebut Upaya Pemenangan Pemilu 2024,/read/kewClozw-ppp-kebut-upaya-pemenangan-pemilu-2024,2023-10-11,False
PPP Akui Kombinasi Ganjar-Sandiaga Belum Moncer,/read/KRXCaAe0-ppp-akui-kombinasi-ganjar-sandiaga-belum-moncer,2023-10-11,False
Sandiaga Sebut Butuh Konsolidasi Besar bila Gandeng AHY,/read/b2lCr2Ge-sandiaga-sebut-butuh-konsolidasi-besar-bila-gandeng-ahy,2023-10-11,False
Ganjar Tegaskan Kader PDIP Jangan Sampai ‘Pedot Oyot’,/play/NLMCOeYL-ganjar-tegaskan-kader-pdip-jangan-sampai-pedot-oyot,2023-10-11,False
"Duet Ganjar-Anies, Pahit atau Manis?",/play/N6GC86qn-duet-ganjar-anies-pahit-atau-manis,2023-10-11,False
Ganjar Minta Kader PDIP Jangan Sampai Pedot Oyot,/play/NgxC8nYx-ganjar-minta-kader-pdip-jangan-sampai-pedot-oyot,2023-10-11,False
Mengulik Langkah Mitigasi PPP Antisipasi Duet Ganjar-Anies,/play/KvJCBzpM-mengulik-langkah-mitigasi-ppp-antisipasi-duet-ganjar-anies,2023-10-11,False
"Pekan Depan, Presiden Jokowi Pimpin Sidang TPA Tentukan Nama Pj Gubernur",/read/NxGC5eoV-pekan-depan-presiden-jokowi-pimpin-sidang-tpa-tentukan-nama-pj-gubernur,2023-10-11,False
"Jabatan 10 Gubernur Berakhir September, Mendagri Telah Kantongi Nama Calon Pj",/read/KZmCvAP0-jabatan-10-gubernur-berakhir-september-mendagri-telah-kantongi-nama-calon-pj,2023-10-11,False
PKS Tegaskan Dukung Anies sebagai Capres,/read/NleC0ZAQ-pks-tegaskan-dukung-anies-sebagai-capres,2023-10-11,False
Ganjar Genjot Revitalisasi Pusat Rekreasi Ramah Lingkungan di Jateng,/play/NP6CZ4mz-ganjar-genjot-revitalisasi-pusat-rekreasi-ramah-lingkungan-di-jateng,2023-10-11,False
Wacana Duet Ganjar-Anies Kini Hanya Dianggap Berandai-andai,/play/NgxC8nvZ-wacana-duet-ganjar-anies-kini-hanya-dianggap-berandai-andai,2023-10-11,False
Gibran Pastikan Tak Ikut Campur Kasus Penganiayaan Mahasiswa UNS,/read/koGCVxBa-gibran-pastikan-tak-ikut-campur-kasus-penganiayaan-mahasiswa-uns,2023-10-11,False
Poltracking Indonesia: Wacana Duet Ganjar-Anies Ganggu Soliditas KPP,/play/NOlCYBWn-poltracking-indonesia-wacana-duet-ganjar-anies-ganggu-soliditas-kpp,2023-10-11,False
Demokrat Tuding Wacana Ganjar-Anies Upaya Menjatuhkan Elektabilitas,/play/bzGCgQv9-demokrat-tuding-wacana-ganjar-anies-upaya-menjatuhkan-elektabilitas,2023-10-11,False
Duet Ganjar dan Anies Akankah Terwujud?,/play/NA0CXL0d-duet-ganjar-dan-anies-akankah-terwujud,2023-10-11,False
Politikus Demokrat Sebut Wacana Ganjar-Anies Upaya Menjatuhkan Elektabilitas Anies,/read/KdZCV3Br-politikus-demokrat-sebut-wacana-ganjar-anies-upaya-menjatuhkan-elektabilitas-anies,2023-10-11,False
Surya Paloh Hargai Wacana Duet Ganjar-Anies,/play/Ky6CBDgn-surya-paloh-hargai-wacana-duet-ganjar-anies,2023-10-11,False
Ganjar Santai Tanggapi Wacana Duet dengan Anies Baswedan,/play/NQAC2mgP-ganjar-santai-tanggapi-wacana-duet-dengan-anies-baswedan,2023-10-11,False
Elite PDIP Sebut Duet Ganjar-Anies Hanya Andai-Andai,/play/KdZCV35E-elite-pdip-sebut-duet-ganjar-anies-hanya-andai-andai,2023-10-11,False
"Belum Kampanye, Gibran Pasang Stiker Ganjar di Rumah Warga",/play/b1oC8qq5-belum-kampanye-gibran-pasang-stiker-ganjar-di-rumah-warga,2023-10-11,False
Sandiaga Uno Siap Menangkan Ganjar Meski Duet dengan Anies,/play/NrWCZ11G-sandiaga-uno-siap-menangkan-ganjar-meski-duet-dengan-anies,2023-10-11,False
Wacana Duet Sandiaga-AHY Dinilai Dampak Cawapres Belum Ditentukan,/read/kqYCEeLW-wacana-duet-sandiaga-ahy-dinilai-dampak-cawapres-belum-ditentukan,2023-10-11,False
PDIP Tak Masalah PSI Tarik Dukungan bagi Ganjar,/read/KYVCJL27-pdip-tak-masalah-psi-tarik-dukungan-bagi-ganjar,2023-10-11,False
Hendrar Prihadi Dorong Ganjar Masuk ke Istana Negara,/read/bmRCmazr-hendrar-prihadi-dorong-ganjar-masuk-ke-istana-negara,2023-10-11,False
Anies Pesimistis Berduet dengan Ganjar,/read/NG9C5mOg-anies-pesimistis-berduet-dengan-ganjar,2023-10-11,False
Ganjar Sebut Wacana Diduetkan dengan Anies Merupakan Kebabasan Demokrasi,/read/kqYCEe8v-ganjar-sebut-wacana-diduetkan-dengan-anies-merupakan-kebabasan-demokrasi,2023-10-11,False
Sekjen PDIP: Cak Imin Masuk Radar Cawapres Ganjar Pranowo,/play/kBVC27Vp-sekjen-pdip-cak-imin-masuk-radar-cawapres-ganjar-pranowo,2023-10-11,False
"Muncul Opsi Sandiaga-AHY, PPP Ungkap Awal Mulanya",/read/b2lCrxRW-muncul-opsi-sandiaga-ahy-ppp-ungkap-awal-mulanya,2023-10-11,False
Respons Anies Soal Wacana Duet dengan Ganjar: Sulit Jika Bukan Bagian Koalisi,/play/bw6CYn3G-respons-anies-soal-wacana-duet-dengan-ganjar-sulit-jika-bukan-bagian-koalisi,2023-10-11,False
Ganjar Ajak Calon Wisudawan UGM Berikan Kontribusi untuk Bangsa,/play/NG9C5mPg-ganjar-ajak-calon-wisudawan-ugm-berikan-kontribusi-untuk-bangsa,2023-10-11,False
Aksi Gibran Tempel Stiker Ganjar-Jokowi Diteliti Bawaslu,/read/kpLCrP0l-aksi-gibran-tempel-stiker-ganjar-jokowi-diteliti-bawaslu,2023-10-11,False
KPP Respons Positif Wacana Duet Anies dan Ganjar di Pilpres 2024,/play/NgxC8egv-kpp-respons-positif-wacana-duet-anies-dan-ganjar-di-pilpres-2024,2023-10-11,False
Dukungan PSI ke Ganjar di Pemilu 2024 Berubah Haluan,/play/KYVCJLwa-dukungan-psi-ke-ganjar-di-pemilu-2024-berubah-haluan,2023-10-11,False
Usulan Duet Ganjar-Anies Dinilai Sulit Terwujud,/play/NxGC5amO-usulan-duet-ganjar-anies-dinilai-sulit-terwujud,2023-10-11,False
PDIP: Cak Imin Masuk Radar Calon Pendamping Ganjar Pranowo,/play/kewClP8m-pdip-cak-imin-masuk-radar-calon-pendamping-ganjar-pranowo,2023-10-11,False
PDIP Buka Peluang Gibran Jadi Bacawapres Ganjar,/play/kWDCORAA-pdip-buka-peluang-gibran-jadi-bacawapres-ganjar,2023-10-11,False
Sahabat Ganjar Jombang Gelar Bazar Sembako Murah,/play/bVDCOpaq-sahabat-ganjar-jombang-gelar-bazar-sembako-murah,2023-10-11,False
Gibran Sebut Penempelan Stiker Ganjar di Rumah Warga Atas Instruksi Partai,/read/K5nC4Vvv-gibran-sebut-penempelan-stiker-ganjar-di-rumah-warga-atas-instruksi-partai,2023-10-11,False
Seribu Pengemudi Bentor di Medan Deklarasi Dukung Ganjar di Pilpres 2024,/play/b3JCyQJn-seribu-pengemudi-bentor-di-medan-deklarasi-dukung-ganjar-di-pilpres-2024,2023-10-11,False
Gibran Tempel Sticker Ganjar Pranowo dari Pintu ke Pintu,/play/NP6CZD0Q-gibran-tempel-sticker-ganjar-pranowo-dari-pintu-ke-pintu,2023-10-11,False
Ganjar Pamitan sebagai Gubernur di Pesta Rakyat HUT ke-78 Jateng,/play/NnjC7Ow6-ganjar-pamitan-sebagai-gubernur-di-pesta-rakyat-hut-ke-78-jateng,2023-10-11,False
Ganjar Pranowo Bagikan Bantuan & Penghargaan kepada Tokoh Berprestasi di Jateng,/play/koGCVM6A-ganjar-pranowo-bagikan-bantuan-penghargaan-kepada-tokoh-berprestasi-di-jateng,2023-10-11,False
Ganjar Menghadiri Pameran UMKM pada Peringatan HUT ke-78 Jateng,/play/bzGCg6mZ-ganjar-menghadiri-pameran-umkm-pada-peringatan-hut-ke-78-jateng,2023-10-11,False
PKS Yakin Anies Bijak Memilih Pendamping,/read/bD2CZVJP-pks-yakin-anies-bijak-memilih-pendamping,2023-10-11,False
Tanggapan Jokowi soal Puan Sebut Gibran Berpeluang Jadi Cawapres Ganjar,/play/b3JCyQ9L-tanggapan-jokowi-soal-puan-sebut-gibran-berpeluang-jadi-cawapres-ganjar,2023-10-11,False
Sandiaga Uno Pede Dipilih Jadi Pendamping Ganjar,/play/NQAC2m0a-sandiaga-uno-pede-dipilih-jadi-pendamping-ganjar,2023-10-11,False
Ganjar Beri Cak Imin Sepasang Burung Lovebird Merah Hijau,/read/bmRCmaYl-ganjar-beri-cak-imin-sepasang-burung-lovebird-merah-hijau,2023-10-11,False
Ganjar dan Cak Imin Ngeteh Bareng,/play/kewClPjW-ganjar-dan-cak-imin-ngeteh-bareng,2023-10-11,False
Gibran Minder Jika Jadi Pendamping Ganjar,/play/bD2CZVwP-gibran-minder-jika-jadi-pendamping-ganjar,2023-10-11,False
Satu Kapal di Pelabuhan Jongor Tegal Masih Berkobar,/read/b1oC8q8L-satu-kapal-di-pelabuhan-jongor-tegal-masih-berkobar,2023-10-11,False
Yenny Wahid Tak Tahu Soal Pengumuman Cawapres Anies pada 18 Agustus,/read/Ky6CBDl5-yenny-wahid-tak-tahu-soal-pengumuman-cawapres-anies-pada-18-agustus,2023-10-11,False
Ganjar Pranowo Tinjau Kebakaran Kapal di Pelabuhan Jongor,/play/NgxC8eEA-ganjar-pranowo-tinjau-kebakaran-kapal-di-pelabuhan-jongor,2023-10-11,False
PDIP Buka Peluang Cawapres Ganjar dari Koalisi Lain,/read/NG9C5m2e-pdip-buka-peluang-cawapres-ganjar-dari-koalisi-lain,2023-10-11,False
Sandiaga Uno Yakin Bakal Dampingi Ganjar Pranowo,/read/NleC0gAA-sandiaga-uno-yakin-bakal-dampingi-ganjar-pranowo,2023-10-11,False
Ganjar Ajak Kepala Desa Terus Jaga Persatuan,/play/KZmCvY1V-ganjar-ajak-kepala-desa-terus-jaga-persatuan,2023-10-11,False
"PDIP Konsolidasi Kepala Daerah, Gibran dan Ganjar Absen",/play/kj2CABgn-pdip-konsolidasi-kepala-daerah-gibran-dan-ganjar-absen,2023-10-11,False
"Soal Cawapres Ganjar, Sandi Ungkit Tugas Berat Menanti",/play/KRXCaPLn-soal-cawapres-ganjar-sandi-ungkit-tugas-berat-menanti,2023-10-11,False
Pesta Rakyat Ganjar Pranowo di Bogor Hadirkan Sejumlah Musisi Ternama,/play/KdZCVoo2-pesta-rakyat-ganjar-pranowo-di-bogor-hadirkan-sejumlah-musisi-ternama,2023-10-11,False
PPP Tetap Berikhtiar Agar Sandiaga Berpasangan dengan Ganjar,/read/kM6C0VV3-ppp-tetap-berikhtiar-agar-sandiaga-berpasangan-dengan-ganjar,2023-10-11,False
Yenny Wahid Siap Mendampingi Ganjar Kampanye di Jatim,/play/b2lCr1ar-yenny-wahid-siap-mendampingi-ganjar-kampanye-di-jatim,2023-10-11,False
Ganjar 'Dejavu' Situasi Pilpres 2014,/play/NrWCZqpa-ganjar-dejavu-situasi-pilpres-2014,2023-10-11,False
Apakah PPP Tetap Dukung Ganjar Jika Sandi Ditolak Jadi Cawapres?,/read/kM6C0Vo9-apakah-ppp-tetap-dukung-ganjar-jika-sandi-ditolak-jadi-cawapres,2023-10-11,False
Ray Rangkuti: Jokowi dan PDIP Makin Jauh Sejak Deklarasi Ganjar Capres,/play/KdZCVoXj-ray-rangkuti-jokowi-dan-pdip-makin-jauh-sejak-deklarasi-ganjar-capres,2023-10-11,False
PDIP Ogah Dipaksa Soal Penentuan Cawapres,/read/NrWCZqzz-pdip-ogah-dipaksa-soal-penentuan-cawapres,2023-10-11,False
Ganjar Sambangi Kediaman Istri Gus Dur di Jakarta Selatan,/play/N0BCrX4W-ganjar-sambangi-kediaman-istri-gus-dur-di-jakarta-selatan,2023-10-11,False
Ganjar Sowan ke Kediaman Istri Gus Dur,/play/NQAC2eEz-ganjar-sowan-ke-kediaman-istri-gus-dur,2023-10-11,False
Ganjar Pranowo: Kami Hormati Langkah Politik Golkar dan PAN,/play/ba4C0pQ3-ganjar-pranowo-kami-hormati-langkah-politik-golkar-dan-pan,2023-10-11,False
"Ganjar Pranowo: Nilai Transaksi UMKM di Jateng Capai Rp38,9 T",/play/KvJCBg8o-ganjar-pranowo-nilai-transaksi-umkm-di-jateng-capai-rp38-9-t,2023-10-11,False
Ganjar Pranowo Turut Meriahkan Acara 10K Anniversary Run 2023 di Jateng,/play/b1oC8rll-ganjar-pranowo-turut-meriahkan-acara-10k-anniversary-run-2023-di-jateng,2023-10-11,False
Ganjar Pranowo Antarkan UMKM Jateng Go Internasional,/play/koGCV034-ganjar-pranowo-antarkan-umkm-jateng-go-internasional,2023-10-11,False
Gibran Enggan Ungkap Sosok Calon Pendamping Ganjar di Pilpres,/read/bD2CZEG5-gibran-enggan-ungkap-sosok-calon-pendamping-ganjar-di-pilpres,2023-10-11,False
Gibran Yakin Dukungan untuk Ganjar Akan Meningkat,/play/NrWCZqVJ-gibran-yakin-dukungan-untuk-ganjar-akan-meningkat,2023-10-11,False
Ganjar Pranowo Lepas Baksos Komunitas Bikers ASN Pemprov Jateng,/play/kM6C0Vl1-ganjar-pranowo-lepas-baksos-komunitas-bikers-asn-pemprov-jateng,2023-10-11,False
Digitalisasi 30 Juta UMKM pada 2024 Dikebut Kemenkop,/read/kj2CAV0D-digitalisasi-30-juta-umkm-pada-2024-dikebut-kemenkop,2023-10-11,False
Ganjar Beri Bantuan Kapal Bertenaga Listrik untuk Nelayan di Cilacap,/play/NLMCOvlj-ganjar-beri-bantuan-kapal-bertenaga-listrik-untuk-nelayan-di-cilacap,2023-10-11,False
Ganjar dan Istri Menginap di Rumah Penerima Bantuan Tuku Lemah Oleh Omah,/play/NLMCOvza-ganjar-dan-istri-menginap-di-rumah-penerima-bantuan-tuku-lemah-oleh-omah,2023-10-11,False
"Jelang Akhir Masa Jabatan, Ganjar Minta Pemkab di Jateng Konsisten Turun ke Masyarakat",/play/N4EC2evw-jelang-akhir-masa-jabatan-ganjar-minta-pemkab-di-jateng-konsisten-turun-ke-masyarakat,2023-10-11,False
Sandiaga Pastikan Partainya Tetap Solid,/read/KvJCBgL2-sandiaga-pastikan-partainya-tetap-solid,2023-10-11,False
PPP Tetap Solid Dukung Ganjar Meski Sandiaga Tak Jadi Cawapres,/play/N0BCrXvA-ppp-tetap-solid-dukung-ganjar-meski-sandiaga-tak-jadi-cawapres,2023-10-11,False
Bawaslu Selisik Dugaan Pelanggaran Bupati Banyumas,/read/KYVCJaJZ-bawaslu-selisik-dugaan-pelanggaran-bupati-banyumas,2023-10-11,False
Puan Sebut Sandiaga Uno Masih Dipertimbangkan Jadi Bakal Cawapres Ganjar,/play/KdZCVoqB-puan-sebut-sandiaga-uno-masih-dipertimbangkan-jadi-bakal-cawapres-ganjar,2023-10-11,False
Jokowi hingga Ganjar Dijadwalkan Hadiri Puncak Hari UMKM Nasional di Solo,/read/kWDCOaW6-jokowi-hingga-ganjar-dijadwalkan-hadiri-puncak-hari-umkm-nasional-di-solo,2023-10-11,False
Sistem Pembayaran BRT Solo-Wonogiri Diminta Nontunai,/read/NP6CZOYR-sistem-pembayaran-brt-solo-wonogiri-diminta-nontunai,2023-10-11,False
PDIP Respons Kesiapan Yenny Wahid jadi Cawapres,/read/NxGC5w2E-pdip-respons-kesiapan-yenny-wahid-jadi-cawapres,2023-10-11,False
Puan Pastikan PDIP Ajak PPP Bahas Cawapres Ganjar,/read/KZmCvZ6J-puan-pastikan-pdip-ajak-ppp-bahas-cawapres-ganjar,2023-10-11,False
PPP Sebut Pernyataan Arsul Sani Pendapat Pribadi,/read/KYVCJ2OA-ppp-sebut-pernyataan-arsul-sani-pendapat-pribadi,2023-10-11,False
Internal PPP Dengar Kabar Sandiaga Tak Dipilih Ganjar,/read/KRXCa1L0-internal-ppp-dengar-kabar-sandiaga-tak-dipilih-ganjar,2023-10-11,False
PPP Ingin Diajak Bicara PDIP Soal Cawapres Ganjar,/read/KZmCvOle-ppp-ingin-diajak-bicara-pdip-soal-cawapres-ganjar,2023-10-11,False
Kepercayaan Diri PKB di Tengah Ketidakpastian Cak Imin Jadi Cawapres,/read/N9nC63oa-kepercayaan-diri-pkb-di-tengah-ketidakpastian-cak-imin-jadi-cawapres,2023-10-11,False
